구,주유소명,주소,전화번호,상표,고급휘발유,휘발유,경유,실내등유,셀프,세차장,충전소,경정비,편의점,24시영업
동대문구,(주)경동주유소,서울 동대문구 이문로 191 (이문동),02-965-6006,S-OIL,,"1,635","1,535","1,450",Y,Y,N,N,N,N
동대문구,(주)안국에너지 삼원셀프주유소,서울 동대문구 망우로 90 (휘경동),02-2244-1972,SK에너지,,"1,658","1,558","1,360",Y,Y,N,N,N,N
동대문구,(주)자연에너지 국민주유소,서울 동대문구 답십리로 223 (답십리동),02-2216-7155,HD현대오일뱅크,"1,830","1,607","1,507",,Y,N,N,N,N,N
동대문구,(주)파랑에너지,서울 동대문구 망우로 126,02-2242-5145,GS칼텍스,"1,850","1,635","1,535","1,400",Y,Y,N,N,Y,N
동대문구,HD현대오일뱅크㈜직영 스피드주유소,서울 동대문구 천호대로 453 (장안동),02-2216-5151,HD현대오일뱅크,"1,879","1,689","1,559",,N,Y,N,N,N,Y
동대문구,대성산업(주)동마장주유소,서울 동대문구 고산자로 405 (용두동),02-966-5451,GS칼텍스,"1,829","1,628","1,528",,Y,Y,N,Y,N,Y
동대문구,대성산업㈜청량리주유소,서울 동대문구 왕산로 289 (청량리동),02-966-2714,GS칼텍스,,"1,635","1,535",,Y,Y,Y,N,N,Y
동대문구,동서울고속주유소,서울 동대문구 한천로 414,02-969-1144,SK에너지,"1,830","1,607","1,507",,Y,N,N,N,N,Y
동대문구,배봉로주유소,서울 동대문구 서울시립대로 108,02-2242-0556,HD현대오일뱅크,,"1,695","1,595",,Y,Y,N,N,N,N
동대문구,삼미상사(주)장안킹셀프주유소,서울 동대문구  한천로 100 (장안동),02-2242-7115,SK에너지,,"1,714","1,614",,Y,Y,N,N,N,N
동대문구,삼영주유소,서울 동대문구 답십리로 258 (장안동),02-2217-2018,SK에너지,,"1,647","1,547","1,700",N,Y,N,N,N,N
동대문구,열린주유소,서울 동대문구 한천로 263 (휘경동),02-2215-6543,S-OIL,,"1,639","1,539",,N,N,N,N,N,N
동대문구,오동나무주유소,서울 동대문구  한천로 81 (답십리동),02-2247-5132,S-OIL,,"1,718","1,608","1,550",N,N,N,N,N,N
동대문구,재정제2주유소,서울 동대문구 사가정로 90 (전농동),02-2249-6682,HD현대오일뱅크,,"1,617","1,517",,Y,Y,N,N,N,N
동대문구,재정주유소,서울 동대문구 전농로 121 (전농동),070-8256-4617,HD현대오일뱅크,"1,840","1,617","1,517",,Y,Y,N,N,N,N
동대문구,풍한주유소,서울 동대문구 안암로 168,02-924-5189,SK에너지,,"1,605","1,515",,N,Y,N,N,N,Y
동대문구,한영주유소 (한화),서울 동대문구 망우로 38 (휘경동),02-2214-9890,HD현대오일뱅크,,"1,635","1,599","1,490",N,N,N,N,N,N
동대문구,홍능주유소,서울 동대문구 홍릉로 87 (청량리동),02-966-9190,S-OIL,,"1,667","1,577","1,500",N,Y,N,N,N,N
동작구,HD현대오일뱅크㈜직영 동작주유소,서울 동작구 상도로 403 (상도동),02-817-9179,HD현대오일뱅크,"1,859","1,704","1,644",,N,Y,N,N,N,N
동작구,HD현대오일뱅크㈜직영 사당셀프주유소,서울 동작구 동작대로 73 (사당동),02-521-3618,HD현대오일뱅크,"1,989","1,689","1,629",,Y,Y,N,N,N,Y
동작구,HD현대오일뱅크㈜직영 신대방셀프주유소,서울 동작구 시흥대로 616 (신대방동),02-832-7926,HD현대오일뱅크,"1,829","1,689","1,574",,Y,Y,N,Y,N,Y
동작구,HD현대오일뱅크㈜직영 흑석동셀프주유소,서울 동작구 현충로 101 (흑석동),02-815-0724,HD현대오일뱅크,"1,849","1,694","1,639",,Y,Y,N,N,N,Y
동작구,매일주유소,서울 동작구 상도로 139 (상도동),02-817-4085,S-OIL,,"1,699","1,659","1,650",Y,Y,N,N,N,N
동작구,살피재주유소,서울 동작구 상도로 334,02-817-2559,SK에너지,,"1,785","1,695",,N,N,N,N,N,N
동작구,지에스칼텍스(주) 대방주유소,서울 동작구 여의대방로 214,02-826-5145,GS칼텍스,"1,859","1,659","1,559","1,400",N,N,N,N,N,N
동작구,지에스칼텍스㈜직영 남성주유소,서울 동작구 동작대로 135 (사당동),02-532-0606,GS칼텍스,"1,884","1,684","1,629",,Y,N,N,N,N,Y
동작구,창원이엔지주유소,서울 동작구 사당로 59 (상도동),02-825-5151,HD현대오일뱅크,,"1,665","1,585",,Y,Y,N,N,N,N
마포구,(주)만성상사 대흥주유소,서울 마포구 대흥로 61 (대흥동),02-3273-5151,SK에너지,"2,149","1,679","1,609","1,745",N,Y,N,N,N,Y
마포구,(주)안국에너지 망원동주유소,서울 마포구 월드컵로 119 (망원동),02-334-0917,SK에너지,,"1,698","1,598",,N,Y,N,N,N,N
마포구,(주)타이거통상 월드컵주유소,서울 마포구 월드컵북로 170 (성산제2동),070-4121-0021,S-OIL,"1,829","1,579","1,489",,Y,N,N,N,N,N
마포구,SK에너지 양지주유소,서울 마포구 마포대로 69 (도화동),02-706-8955,SK에너지,"1,919","1,719","1,669",,N,N,N,N,Y,Y
마포구,SK에너지(주) 안국주유소,서울 마포구 양화로 33,02-3144-1197,SK에너지,"1,919","1,729","1,679",,N,N,N,N,N,Y
마포구,마포시엠주유소,서울 마포구 월드컵북로 62,02-338-9447,SK에너지,,"1,589","1,499",,N,N,N,N,N,N
마포구,성산대교셀프주유소,서울 마포구 성산로 144,02-323-0078,HD현대오일뱅크,,"1,629","1,549","1,598",Y,Y,N,Y,N,N
마포구,에스에스오토셀프,서울 마포구 서강로 76 (창전동),02-336-5185,HD현대오일뱅크,"2,059","1,669","1,599",,Y,Y,N,N,N,Y
마포구,에쓰오일(주) 염리동주유소,서울 마포구 백범로 126 (염리동),02-3272-5155,S-OIL,,"1,649","1,579",,Y,Y,N,N,N,N
마포구,에쓰오일(주)마포주유소,서울 마포구 마포대로 186 (공덕동),02-711-5189,S-OIL,"1,825","1,645","1,579",,Y,Y,N,N,N,N
마포구,용강주유소,서울 마포구 토정로 258,070-7795-4800,S-OIL,,"1,669","1,599","1,650",N,N,N,N,N,N
마포구,청원주유소,서울 마포구 월드컵북로 113 (성산동),02-325-5533,HD현대오일뱅크,"1,869","1,629","1,549",,Y,Y,N,N,N,N
서대문구,(주)가재울뉴타운주유소,서울 서대문구 모래내로 205,070-8879-7864,HD현대오일뱅크,,"1,623","1,543",,Y,N,N,N,Y,Y
서대문구,(주)미래아스팔트 신우주유소,서울 서대문구 가좌로 106(홍은동),02-304-5522,S-OIL,,"1,623","1,543",,Y,Y,N,Y,N,N
서대문구,(주)안국에너지 삼보셀프주유소,서울 서대문구 연희로 78 (연희동),02-336-6151,SK에너지,"1,858","1,668","1,588",,Y,Y,N,Y,N,N
서대문구,(주)창원이엔지 홍제지점,서울 서대문구 통일로 455 (홍제동),02-379-0753,HD현대오일뱅크,,"1,619","1,539","1,800",N,N,N,N,N,N
서대문구,(주)한화미 구도일주유소 두꺼비,서울 서대문구 성산로 312,02-336-0611,S-OIL,"1,829","1,639","1,543",,Y,Y,N,Y,N,N
서대문구,HD현대오일뱅크㈜직영 독립문주유소,서울 서대문구 통일로 384 (홍제동),02-735-0333,HD현대오일뱅크,"1,948","1,639","1,529",,N,Y,N,N,Y,N
서대문구,HD현대오일뱅크㈜직영 연세주유소,서울 서대문구 연희로 184,02-337-8220,HD현대오일뱅크,"1,834","1,644","1,554",,Y,Y,N,N,N,N
서대문구,㈜우남에너지 문화사랑주유소,서울 서대문구 세검정로 87 (홍제동),02-395-4300,S-OIL,,"1,689","1,629","1,650",Y,Y,N,N,N,N
서대문구,광호주유소,서울 서대문구 연희로 266 (홍은동),02-395-7236,SK에너지,,"1,698","1,618",,N,Y,N,N,N,N
서대문구,남정주유소,서울 서대문구 모래내로 243 (남가좌동),02-305-9828,GS칼텍스,,"1,628","1,548","1,750",N,N,N,N,N,N
서대문구,삼미상사(주)서부주유소,서울 서대문구 성산로 255,02-334-4919,SK에너지,,"1,694","1,614",,Y,Y,N,Y,Y,N
서대문구,연희주유소,서울 서대문구 연희로 129 (연희동 89-7번지),02-338-8045,SK에너지,"1,988","1,698","1,618",,N,Y,N,N,Y,N
서대문구,중앙에너비스 동교지점,서울 서대문구 연희로 12 (창천동),070-8707-4568,SK에너지,"1,968","1,675","1,595",,Y,N,N,N,Y,N
서대문구,지에스칼텍스(주)홍제동주유소,서울 서대문구 통일로 372,02-736-3708,GS칼텍스,"1,849","1,599","1,499",,Y,Y,N,N,N,N
서대문구,행촌제2주유소,서울 서대문구 성산로 490 (대신동),02-365-5189,SK에너지,"1,847","1,659","1,586",,Y,Y,N,N,Y,Y
서초구,(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),02-587-0895,SK에너지,,"1,665","1,575",,Y,Y,N,N,N,N
서초구,(주)선문에너지 중앙주유소,서울특별시 서초구  바우뫼로 219 (양재1동),02-575-5110,S-OIL,"2,394","2,168","1,989",,N,Y,N,N,N,N
서초구,(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),02-582-5198,GS칼텍스,"1,855","1,655","1,565",,Y,N,N,N,N,N
서초구,HD현대오일뱅크㈜직영 방배현대주유소,서울 서초구 동작대로 182 (방배동),02-534-0051,HD현대오일뱅크,"1,860","1,692","1,620","1,620",N,Y,N,Y,N,N
서초구,HD현대오일뱅크㈜직영 서초제일주유소,서울 서초구 사임당로 116 (서초동),02-587-6080,HD현대오일뱅크,"1,880","1,699","1,651",,N,Y,N,N,N,N
서초구,HD현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,02-579-8429,HD현대오일뱅크,"1,819","1,699","1,604","1,570",N,Y,N,N,N,N
서초구,HD현대오일뱅크㈜직영 팔레스주유소,서울 서초구 사평대로 136 (반포동),02-720-0020,HD현대오일뱅크,"1,840","1,670","1,609",,N,N,N,N,N,Y
서초구,극동유화(주) 전당앞주유소,서울 서초구 남부순환로 2391 (서초동),02-6080-0516,S-OIL,"1,865","1,655","1,565",,Y,Y,Y,Y,N,N
서초구,대성산업(주)직영 강남주유소,서울 서초구 반포대로 284 (반포동),02-594-5987,GS칼텍스,"1,838","1,649","1,598",,Y,N,N,N,N,N
서초구,대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),02-535-3001,GS칼텍스,"1,859","1,695","1,655","1,650",N,Y,N,N,N,Y
서초구,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,02-3471-5151,GS칼텍스,"1,896","1,676","1,595","1,500",N,Y,N,N,Y,N
서초구,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),02-572-0567,SK에너지,,"1,699","1,597",,Y,Y,N,N,Y,Y
서초구,대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),02-599-3657,SK에너지,"2,098","1,998","1,898",,N,Y,N,N,N,N
서초구,만남의광장주유소,서울 서초구 양재대로12길 73-71,02-573-7430,알뜰(ex),,"1,589","1,479",,Y,N,Y,N,Y,Y
서초구,말죽거리주유소,서울 서초구 남부순환로 2650 (양재동),02-579-9933,GS칼텍스,,"1,676","1,596","1,650",N,N,N,N,N,N
서초구,반포그린주유소,서울 서초구 서초중앙로 239 (반포동),02-532-5147,GS칼텍스,"1,906","1,706","1,669",,Y,Y,N,N,N,N
서초구,방배동주유소,서울 서초구 효령로 29 (방배동),02-584-2086,SK에너지,"1,998","1,893","1,796",,N,Y,N,N,N,N
서초구,서초꽃마을주유소,서울 서초구 반포대로 69 (서초동),02-523-5551,GS칼텍스,"1,865","1,665","1,575",,Y,N,N,N,N,N
서초구,서초하이웨이 주유소,서울 서초구 양재대로2길 100-30,02-577-5151,S-OIL,"1,797","1,657","1,557",,Y,Y,N,N,N,Y
서초구,신반포주유소,서울 서초구 사평대로 94 (반포동),02-533-5151,SK에너지,"1,819","1,649","1,598",,Y,Y,N,N,N,Y
서초구,양재주유소,서울 서초구 바우뫼로 178,02-577-1621,SK에너지,"1,819","1,699","1,614",,N,Y,N,N,N,Y
서초구,양재최고주유소,서울 서초구 매헌로 72 (양재동),02-2057-5189,S-OIL,,"1,634","1,534",,N,Y,N,N,N,N
서초구,에너지 플러스 허브 내곡,서울 서초구 헌릉로 210,02-3461-5145,GS칼텍스,"1,823","1,623","1,523",,Y,Y,N,N,N,Y
서초구,에너지플러스허브 삼방주유소,서울 서초구 사평대로 364 (서초동),02-536-5145,GS칼텍스,"1,906","1,706","1,669",,Y,Y,N,N,N,Y
서초구,에쓰오일(주)직영 오토테크주유소,서울특별시 서초구  효령로 356 (서초동),02-585-5189,S-OIL,"1,855","1,655","1,565",,Y,Y,N,Y,N,N
서초구,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),02-542-1517,GS칼텍스,"1,969","1,789","1,739",,N,Y,N,N,Y,Y
서초구,지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206 (방배동),02-592-4915,GS칼텍스,"1,884","1,684","1,629",,N,Y,N,N,N,N
서초구,태봉셀프주유소,서울 서초구 태봉로 117 (우면동),02-571-8000,SK에너지,,"1,665","1,565",,Y,Y,N,Y,N,N
서초구,한독주유소,서울 서초구 방배로 218 (방배동),02-3477-6127,GS칼텍스,"1,819","1,649","1,598",,Y,N,N,N,N,N
서초구,헌릉로주유소,서울 서초구 헌릉로 177 (내곡동),02-2058-3224,S-OIL,"1,854","1,654","1,564","1,620",Y,Y,N,N,N,N
성동구,(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),02-3390-4338,S-OIL,,"1,609","1,509",,Y,Y,N,N,N,Y
성동구,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),02-2282-5151,GS칼텍스,"2,348","2,198","2,098",,N,N,N,N,N,N
성동구,HD현대오일뱅크㈜직영 성동셀프주유소,서울 성동구 마장로 311 (마장동),02-2299-7333,HD현대오일뱅크,"1,859","1,655","1,550",,Y,Y,N,N,N,N
성동구,HD현대오일뱅크㈜직영 효진주유소,서울 성동구 동일로 129,02-464-7252,HD현대오일뱅크,"1,875","1,615","1,508",,N,Y,N,N,N,N
성동구,KLP제2주유소,서울 성동구 동일로 249 (송정동),02-465-5182,HD현대오일뱅크,,"1,615","1,508",,Y,N,N,N,N,N
성동구,SK KH에너지 성수만세주유소,서울 성동구 왕십리로 109,02-499-8223,SK에너지,"1,958","1,798","1,715",,Y,Y,N,N,N,N
성동구,SK세원2주유소,서울 성동구 광나루로 184 (성수동1가),02-462-5665,SK에너지,"2,125","1,796","1,710",,N,Y,N,Y,N,N
성동구,SK에너지(주) 군자동주유소,서울 성동구 천호대로 446 (용답동),02-2244-4945,SK에너지,"1,889","1,679","1,569",,N,Y,N,N,N,Y
성동구,SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352 (성수동1가),02-467-7240,SK에너지,"1,928","1,798","1,735",,N,Y,N,N,N,N
성동구,금호주유소,서울 성동구 금호로 39 (금호동4가),02-2297-0066,GS칼텍스,"2,095","1,896","1,797","1,700",N,N,N,N,N,N
성동구,동일주유소,서울 성동구 광나루로 254 (성수동2가),02-461-7100,HD현대오일뱅크,"2,289","1,987","1,889","1,760",N,Y,N,N,N,N
성동구,삼우주유소,서울 성동구 천호대로 392,02-2245-8974,SK에너지,"1,825","1,615","1,515",,N,Y,N,N,N,N
성동구,아이콘주유소,서울 성동구 고산자로 273 (도선동),02-2291-5189,S-OIL,"1,858","1,668","1,538",,Y,Y,N,N,N,Y
성동구,정호주유소,서울 성동구 고산자로 307 (마장동),02-2297-9442,자가상표,,"1,618","1,518",,N,N,N,N,N,N
성동구,지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,02-463-6919,GS칼텍스,"1,869","1,619","1,515","1,686",Y,Y,N,Y,N,Y
성동구,청계로주유소,서울 성동구 청계천로 454 (하왕십리동),02-2294-4225,SK에너지,,"2,095","1,995","1,895",N,Y,N,N,N,N
성북구,(주)삼표에너지 정릉주유소,서울 성북구 보국문로 35 (정릉동),02-914-6556,GS칼텍스,"1,859","1,599","1,509","1,550",Y,Y,N,Y,N,N
성북구,(주)성북주유소,서울 성북구 보문로 142,02-928-4900,HD현대오일뱅크,,"1,625","1,535",,Y,Y,N,N,N,N
성북구,(주)신용 구도일주유소화랑로,서울 성북구 화랑로 174,02-963-0051,S-OIL,"1,883","1,653","1,543","1,450",Y,Y,N,Y,N,N
성북구,HD현대오일뱅크㈜직영 고대셀프주유소,서울 성북구 종암로 12 (종암동),02-912-5151,HD현대오일뱅크,"1,869","1,645","1,545",,Y,Y,N,N,N,N
성북구,HD현대오일뱅크㈜직영 북악셀프주유소,서울 성북구 정릉로 218 (정릉동),02-911-5189,HD현대오일뱅크,"2,267","1,647","1,545",,Y,Y,N,N,N,N
성북구,HD현대오일뱅크㈜직영 아리랑주유소,서울 성북구 아리랑로 96 (정릉동),02-941-5189,HD현대오일뱅크,"1,945","1,680","1,599",,N,Y,N,N,N,N
성북구,SK에너지(주) 드림랜드주유소,서울 성북구 월계로 128 (장위동),02-916-9906,SK에너지,"1,879","1,645","1,545","1,520",N,N,N,N,N,N
성북구,㈜명연에너지 효성주유소,서울 성북구 화랑로 27,02-942-5150,GS칼텍스,"1,895","1,625","1,555",,Y,Y,N,Y,N,Y
성북구,동일주유소,서울특별시 성북구  보문로 85 (보문동5가),02-923-8484,S-OIL,"1,985","1,685","1,598",,Y,Y,N,N,N,Y
성북구,삼선주유소,서울 성북구 창경궁로 324,02-766-5105,S-OIL,"1,997","1,739","1,565",,Y,Y,N,N,N,N
성북구,신동방주유소,서울 성북구 월계로 84 (장위동),02-918-5151,S-OIL,"1,869","1,625","1,575",,Y,N,N,N,N,N
성북구,신방주유소,서울 성북구 안암로 111 (안암동5가),02-922-5151,S-OIL,,"1,639","1,539",,N,N,N,N,N,N
성북구,우리주유소,서울 성북구 화랑로 292,02-969-5185,SK에너지,,"1,634","1,535",,Y,Y,N,Y,N,Y
성북구,원천주유소,서울 성북구 돌곶이로 142 (장위동),070-4063-1057,GS칼텍스,,"1,603","1,503",,Y,N,N,N,N,N
성북구,이케이에너지(주) 강산제2주유소,서울 성북구 보국문로 52,02-942-1448,HD현대오일뱅크,"1,859","1,599","1,509",,Y,Y,N,N,N,N
성북구,이케이에너지㈜ 강산주유소,서울 성북구 보문로 27 (보문동7가),02-953-1448,GS칼텍스,,"1,605","1,515","1,300",Y,Y,N,N,N,Y
성북구,장삼 쌍둥이 주유소,서울 성북구 한천로 612 (장위동),02-909-0314,HD현대오일뱅크,,"1,625","1,525",,Y,Y,N,N,N,N
성북구,장위주유소,서울 성북구 화랑로 110 (하월곡동),02-6498-5189,S-OIL,,"1,645","1,515",,Y,Y,N,N,N,Y
성북구,재정제2주유소 길음지점,서울 성북구 삼양로 78 (길음동),02-980-1311,HD현대오일뱅크,,"1,629","1,539","1,450",N,N,N,N,N,N
성북구,중앙에너비스 종암지점,서울 성북구 종암로 58,070-8707-4565,SK에너지,,"1,645","1,545",,Y,Y,N,N,N,Y
성북구,지에스칼텍스(주) 종암주유소,서울 성북구 종암로 145 (종암동),02-921-7785,GS칼텍스,"1,885","1,635","1,535",,Y,Y,N,N,N,Y
성북구,지에스칼텍스㈜ 세창주유소,서울 성북구 동소문로 323,02-988-2491,GS칼텍스,"2,075","1,819","1,719","1,446",Y,N,N,N,N,N
성북구,지에스칼텍스㈜ 화랑주유소,서울 성북구 화랑로 185,02-942-5152,GS칼텍스,,"1,699","1,654","1,471",N,N,N,N,N,N
송파구,(유)호림플러스홀딩스 남성주유소,서울 송파구 백제고분로 474 (방이동),02-423-5128,HD현대오일뱅크,,"1,697","1,597",,N,Y,N,N,N,N
송파구,(주)삼표에너지 아시아주유소,서울 송파구 도곡로 438 (잠실동),02-416-1911,GS칼텍스,"1,843","1,643","1,553",,Y,Y,N,N,N,N
송파구,(주)삼표에너지 우리주유소,서울 송파구 동남로 153,02-3401-1588,GS칼텍스,"1,865","1,667","1,577","1,600",Y,Y,N,N,N,N
송파구,(주)삼표에너지 훼미리주유소,서울 송파구 중대로 58 (문정동),02-448-9252,GS칼텍스,"1,854","1,657","1,567","1,621",N,Y,N,N,N,N
송파구,(주)신화에너지 서울지점,서울 송파구 가락로 47 (석촌동),02-2202-8484,SK에너지,,"1,669","1,558",,Y,Y,N,Y,N,Y
송파구,(주)유진주유소,서울 송파구 동남로 325 (오금동),02-406-3956,SK에너지,,"1,654","1,572",,N,Y,N,N,N,N
송파구,(주)잠실에너지,서울 송파구 송파대로 442 (송파동),02-414-5010,S-OIL,"1,863","1,683","1,593",,Y,Y,N,Y,N,Y
송파구,(주)정직한주유소,서울 송파구 오금로 455 (거여동),02-406-4634,HD현대오일뱅크,,"1,697","1,607",,Y,Y,N,N,N,N
송파구,(주)퍼스트오일서울주유소,서울 송파구 문정로 153,02-407-0708,S-OIL,,"1,690","1,610","1,550",N,N,N,N,N,N
송파구,HD현대오일뱅크㈜직영 올림픽셀프주유소,서울 송파구 위례성대로 188 (오금동),02-448-9804,HD현대오일뱅크,"1,819","1,718","1,628",,Y,Y,N,Y,N,Y
송파구,HD현대오일뱅크㈜직영 잠실셀프주유소,서울 송파구 송파대로 397 (석촌동),02-417-7111,HD현대오일뱅크,"1,823","1,653","1,553","1,560",Y,N,N,N,N,Y
송파구,남성대주유소,서울 송파구 송파대로 52 (장지동),02-409-2211,SK에너지,,"1,663","1,564","1,600",Y,Y,N,Y,N,Y
송파구,대성석유(주)석촌주유소,서울 송파구 백제고분로 289,02-421-0051,GS칼텍스,"1,898","1,697","1,597","1,500",N,N,N,Y,N,N
송파구,대성주유소,서울 송파구 마천로 230 (마천동),02-431-1991,SK에너지,,"1,648","1,568","1,500",N,Y,N,N,N,N
송파구,대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),02-477-1906,SK에너지,"1,998","1,898","1,798",,N,Y,N,N,N,N
송파구,방이주유소,서울 송파구 위례성대로12길 38 (방이동),02-424-3051,SK에너지,,"1,663","1,573",,N,Y,N,Y,N,N
송파구,백제고분로주유소,서울 송파구 오금로 143 (방이동),02-2202-4050,SK에너지,"1,863","1,683","1,593",,Y,Y,N,Y,Y,Y
송파구,삼화주유소,서울 송파구 백제고분로 125,02-2203-2280,GS칼텍스,"1,833","1,643","1,553",,Y,N,N,N,N,Y
송파구,상아주유소,서울 송파구 거마로 82,02-409-8251,S-OIL,,"1,653","1,554","1,500",Y,Y,N,N,N,N
송파구,송파주유소,서울 송파구 송이로 28 (송파동),02-2203-3737,GS칼텍스,,"1,695","1,595","1,600",Y,N,N,Y,N,N
송파구,완불주유소,서울 송파구 송파대로 3 (장지동),02-3402-2900,SK에너지,"1,902","1,686","1,608",,Y,Y,N,N,N,Y
송파구,위례드림주유소,서울시 송파구  위례중앙로 10,02-404-5189,S-OIL,"1,858","1,663","1,564",,Y,Y,N,N,N,Y
송파구,위례제일주유소 (주)버드에너지,서울 송파구 위례서로 260,02-408-9951,S-OIL,,"1,653","1,564",,Y,Y,N,N,N,N
송파구,제트라인DM주유소,서울 송파구 중대로 183 (가락동),02-430-5151,HD현대오일뱅크,,"1,675","1,578",,N,N,N,Y,N,N
송파구,지에스이앤알 직영 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),02-424-2900,HD현대오일뱅크,,"1,675","1,557",,Y,Y,N,Y,N,Y
송파구,지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,02-409-5145,GS칼텍스,"1,863","1,663","1,564",,Y,Y,N,N,Y,Y
송파구,지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),02-409-5185,GS칼텍스,"1,863","1,663","1,564",,Y,Y,N,N,N,N
송파구,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),02-422-2834,SK에너지,"1,813","1,633","1,543",,Y,Y,N,Y,N,N
양천구,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),02-2654-5153,GS칼텍스,"1,835","1,659","1,574",,Y,Y,N,N,N,N
양천구,(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),02-2614-0047,HD현대오일뱅크,,"1,689","1,599","1,500",N,Y,N,N,N,N
양천구,(주)타이거오일 신정주유소,서울 양천구 중앙로 226 (신정동),02-2646-6212,SK에너지,,"1,614","1,524",,Y,N,N,N,N,N
양천구,HD현대오일뱅크㈜직영 남부순환셀프주유소,서울 양천구 남부순환로 553 (신월동),02-2690-5001,HD현대오일뱅크,"1,948","1,644","1,549",,Y,Y,N,N,Y,Y
양천구,SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),02-2693-4994,SK에너지,,"1,649","1,594","1,560",Y,Y,N,N,N,N
양천구,SK에너지(주) 신평,서울 양천구 목동남로 62,02-2654-5145,SK에너지,"1,864","1,659","1,584","1,570",N,Y,N,Y,N,N
양천구,가로공원주유소,서울 양천구 가로공원로 165 (신월동),02-2695-3423,SK에너지,,"1,595","1,497",,N,Y,N,N,N,Y
양천구,개나리Self주유소,서울 양천구 남부순환로 442 (신월동),02-2606-5189,SK에너지,,"1,609","1,509",,Y,Y,N,Y,N,N
양천구,목동주유소,서울 양천구 목동중앙로 125 (목동),02-2645-5104,SK에너지,,"1,667","1,572",,Y,Y,N,N,N,N
양천구,삼미상사(주)신월IC셀프주유소,서울 양천구 중앙로 331 (신월동),02-2694-4966,SK에너지,,"1,684","1,594",,Y,N,N,Y,N,N
양천구,신양주유소,서울 양천구 지양로 67,02-2608-3312,SK에너지,,"1,745","1,643","1,710",N,Y,N,N,N,N
양천구,신월주유소,서울 양천구 신월로 193 (신월동),02-2603-5182,GS칼텍스,,"1,595","1,517","1,600",Y,N,N,N,N,N
양천구,신정동주유소,서울 양천구 안양천로 663 (신정동),02-2651-5189,HD현대오일뱅크,,"1,667","1,567",,Y,Y,N,N,Y,N
양천구,양천구주유소,서울 양천구 국회대로 275 (목동),02-2644-5105,알뜰주유소,,"1,619","1,519",,Y,Y,N,Y,N,Y
양천구,지에스이앤알 직영 서울주유소,서울 양천구 신정로 236 (신정동),02-2607-9478,GS칼텍스,,"1,655","1,547",,Y,Y,N,N,N,N
양천구,지에스칼텍스㈜ 건지주유소,서울 양천구 안양천로 1171 (목동),02-2644-5108,GS칼텍스,"1,869","1,669","1,584","1,580",Y,Y,N,N,N,N
양천구,플라트(주)서호주유소,서울 양천구 남부순환로 317,02-2602-5172,GS칼텍스,"1,928","1,593","1,495","1,560",Y,Y,N,Y,N,N
양천구,현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,02-2642-5188,HD현대오일뱅크,"1,989","1,699","1,681",,Y,Y,N,Y,N,N
양천구,현대오일뱅크(주)직영 양정주유소,서울 양천구 국회대로 158 (신정동),02-2691-5185,HD현대오일뱅크,,"1,659","1,584",,N,N,N,N,N,N
양천구,현대오일뱅크(주)직영 양천셀프주유소,서울 양천구 목동로 17,02-2644-5185,HD현대오일뱅크,"1,838","1,634","1,565",,Y,Y,N,N,N,N
양천구,현대오일뱅크(주)직영 양천현대셀프주유소,서울 양천구 안양천로 1179 (목동),02-2653-5189,HD현대오일뱅크,"1,869","1,669","1,574",,Y,Y,Y,Y,Y,Y
양천구,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),02-2648-4204,HD현대오일뱅크,,"1,669","1,574",,Y,N,N,N,N,N
양천구,현대주유소,서울 양천구 남부순환로 372 (신월동),02-2608-9231,S-OIL,,"1,593","1,495",,Y,Y,N,N,N,N
양천구,형산석유(주)원주유소,서울 양천구 남부순환로 408,02-2690-5837,HD현대오일뱅크,,"1,609","1,509","1,795",N,Y,N,Y,N,N
영등포구,(주)MS에너지,서울 영등포구 대림로 230,02-844-5151,HD현대오일뱅크,,"1,615","1,525",,N,Y,N,N,N,N
